genus	statistic	p.value	parameter	method	C	CWM	FRM	RM	p.value.adj	day
Bacillaceae 1 Unclassified	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5017697570973755	8
Dorea	3.2579875012555926	0.35353293637907224	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5017697570973755	8
Romboutsia	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5017697570973755	8
Ruminococcus	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5017697570973755	8
Terrisporobacter	2.999999999999784	0.3916251762711223	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5017697570973755	8
Clostridium XlVa	2.4264141803133237	0.4887365724509229	3	Kruskal-Wallis rank sum test	0.0055	0.0085	0.003	0.0045000000000000005	0.6072181657723588	8
Alistipes	1.6666666666667531	0.644369805637006	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6774144110542883	8
Clostridia Unclassified	1.6666666666667531	0.644369805637006	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6774144110542883	8
Enterorhabdus	1.7275800189177484	0.6308196340905752	3	Kruskal-Wallis rank sum test	5e-4	0	5e-4	0	0.6774144110542883	8
Prevotella	1.6666666666667531	0.644369805637006	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6774144110542883	8
Staphylococcus	1.6666666666667531	0.644369805637006	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6774144110542883	8
Streptococcus	1.6666666666667531	0.644369805637006	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6774144110542883	8
Lactobacillaceae Unclassified	1.3623188405796376	0.7143906785323298	3	Kruskal-Wallis rank sum test	0	0	0	0	0.732250445495638	8
Erysipelotrichaceae Unclassified	0.6061886709733674	0.8950141685923814	3	Kruskal-Wallis rank sum test	0.001	0.0015	0.0015	0.002	0.8950141685923814	8
Acetitomaculum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Acetobacteraceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Acidaminococcaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Acidaminococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Actinobacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Actinomyces	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Actinomycetales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Aerococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Aestuariispira	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Alloprevotella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Alphaproteobacteria Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Anaerofustis	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Anaerostipes	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Atopobium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Atopostipes	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Aurantimonadaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Bacillales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Bacilli Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Bacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Bacteroidetes Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Barnesiella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Betaproteobacteria Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Bifidobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Bilophila	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Brachybacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Bradyrhizobium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Brucellaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Burkholderia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Burkholderiales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Butyricimonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Butyrivibrio	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Campylobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Carnobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Catonella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Chitinophagaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Cloacibacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Cloacibacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Clostridiaceae 1 Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Clostridiales Incertae Sedis XIII Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Clostridium XI	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Clostridium XVIII	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Collinsella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Comamonadaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Corynebacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Curvibacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Cystobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Desulfovibrio	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Devosia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Dialister	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Dysgonomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Enterococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Escherichia/Shigella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Eubacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Faecalibacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Finegoldia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Flavobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Flavobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Flavonifractor	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Fusicatenibacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Fusobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Fusobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Gemella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Gemmata	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Geobacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Granulicatella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Hungatella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Hyphomicrobium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Janthinobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Jeotgalicoccus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Lactobacillales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Lactococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Leptotrichia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Listeria	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Lysobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Mannheimia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Marmoricola	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Megasphaera	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Methylobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Morganella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Mucispirillum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Neisseria	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Neisseriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Odoribacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Paraprevotella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Parasutterella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Parvimonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Pasteurellaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Pectinatus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Peptoniphilus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Peptostreptococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Phascolarctobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Phenylobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Phocaeicola	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Phyllobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Phyllobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Porphyromonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Proteobacteria Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Proteus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Pseudomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Pyramidobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Ralstonia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Roseburia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Rothia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Ruminococcus2	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Senegalimassilia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Sphingomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Stenotrophomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Stomatobaculum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Subdoligranulum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Succiniclasticum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Succinivibrio	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Sutterella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Veillonella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Veillonellaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Verrucomicrobia Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Weissella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	8
Bacteroidales Unclassified	30.550974512743633	1.0567397146397223e-6	3	Kruskal-Wallis rank sum test	0	0	0.025	0	3.909936944166973e-5	9
Akkermansia	26.83675538539881	6.3700067390499715e-6	3	Kruskal-Wallis rank sum test	0.0085	0.234	0.087	0.1905	4.713804986896979e-5	9
Firmicutes Unclassified	26.857100676940824	6.30776429133736e-6	3	Kruskal-Wallis rank sum test	0.0025	0	0	0	4.713804986896979e-5	9
Porphyromonadaceae Unclassified	28.652252328296896	2.6496916766723215e-6	3	Kruskal-Wallis rank sum test	0.28200000000000003	0	0.5185	0.002	4.713804986896979e-5	9
Unclassified	27.383138682788296	4.893042597893857e-6	3	Kruskal-Wallis rank sum test	0.01	0	0	0	4.713804986896979e-5	9
Clostridiales Unclassified	23.673802121084975	2.9219713933603082e-5	3	Kruskal-Wallis rank sum test	0.011	0	0.002	0.001	1.8018823592388567e-4	9
Ruminococcaceae Unclassified	20.773828125000005	1.1729768418092757e-4	3	Kruskal-Wallis rank sum test	0.0325	0.01	0.0025	0.006	6.200020449563314e-4	9
Oscillibacter	18.540026906090826	3.4029028106985064e-4	3	Kruskal-Wallis rank sum test	0.0045000000000000005	0	5e-4	0	0.0015738425499480593	9
Acetatifactor	18.141967741217396	4.111678032700109e-4	3	Kruskal-Wallis rank sum test	0.0115	0.003	5e-4	5e-4	0.001690356524554489	9
Lachnospiraceae Unclassified	12.167830256400803	0.006829809398115547	3	Kruskal-Wallis rank sum test	0.214	0.111	0.054	0.149	0.025270294773027523	9
Peptostreptococcaceae Unclassified	11.036016690890362	0.011532705407212532	3	Kruskal-Wallis rank sum test	0	0	0	0.001	0.03879182727880579	9
Anaeroplasma	9.735766423357674	0.020951062055639923	3	Kruskal-Wallis rank sum test	0	0	0	0	0.06459910800488977	9
Bacteroides	7.747320540221845	0.05153293160442065	3	Kruskal-Wallis rank sum test	0.1065	0.459	0.237	0.4745	0.14610311850219063	9
Enterobacteriaceae Unclassified	7.590333716915978	0.05528226105488294	3	Kruskal-Wallis rank sum test	0	0.006	0.0015	0.003	0.14610311850219063	9
Butyricicoccus	6.745930983333135	0.08045216537229492	3	Kruskal-Wallis rank sum test	0.001	0	5e-4	0.001	0.19422750021846644	9
Clostridium IV	6.648396849950781	0.08399027036474224	3	Kruskal-Wallis rank sum test	0	0.001	0	0	0.19422750021846644	9
Pseudoflavonifractor	6.000379831371567	0.11159174693523699	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.24287615509433932	9
Coriobacteriaceae Unclassified	3.974626262626267	0.2642171026253891	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5003456513046612	9
Enterorhabdus	4.003416754436962	0.2610954184850392	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5003456513046612	9
Lactobacillus	3.917988894209528	0.2704571088133304	3	Kruskal-Wallis rank sum test	0.035500000000000004	0.025	0.012	0.0275	0.5003456513046612	9
Bifidobacterium	3.522151611060364	0.31790047527121407	3	Kruskal-Wallis rank sum test	0	0	0.0015	0	0.5382690703637184	9
Blautia	3.4009677515409784	0.33383522057382586	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5382690703637184	9
Dorea	3.3952828204948324	0.3345996923882574	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5382690703637184	9
Bacillaceae 1 Unclassified	2.8999999999998276	0.40730156703597586	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5416925781406663	9
Clostridium XlVa	2.7527514531504322	0.4313370430038465	3	Kruskal-Wallis rank sum test	0.0045000000000000005	0.008	0.0015	0.0075	0.5416925781406663	9
Clostridium XlVb	2.7059906940026313	0.43921019849243215	3	Kruskal-Wallis rank sum test	0.0015	0	0.001	0.001	0.5416925781406663	9
Olsenella	2.7386376800147487	0.4337011081266457	3	Kruskal-Wallis rank sum test	0	0	0.001	0	0.5416925781406663	9
Peptostreptococcus	2.8999999999998276	0.40730156703597586	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5416925781406663	9
Prevotella	2.9527027027027426	0.3989751228461053	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5416925781406663	9
Turicibacter	2.880231501521132	0.4104621052037259	3	Kruskal-Wallis rank sum test	0.027000000000000003	0.051	0.0085	0.0375	0.5416925781406663	9
Clostridia Unclassified	2.250000000000039	0.5221671895353841	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5520053146516918	9
Clostridiales Incertae Sedis XIII Unclassified	2.250000000000039	0.5221671895353841	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5520053146516918	9
Clostridium sensu stricto	2.5454545454545054	0.46713240639469306	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5520053146516918	9
Ruminococcus	2.250000000000039	0.5221671895353841	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5520053146516918	9
Terrisporobacter	2.250000000000039	0.5221671895353841	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5520053146516918	9
Streptococcus	1.7692874692874174	0.621641021766249	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6389088279264226	9
Erysipelotrichaceae Unclassified	0.9275485660477746	0.8187751269354341	3	Kruskal-Wallis rank sum test	0	0.002	0.001	0.0015	0.8187751269354341	9
Acetitomaculum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Acetobacteraceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Acidaminococcaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Acidaminococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Actinobacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Actinomyces	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Actinomycetales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Aerococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Aestuariispira	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Alistipes	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Alloprevotella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Alphaproteobacteria Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Anaerofustis	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Anaerostipes	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Anaerotruncus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Atopobium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Atopostipes	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Aurantimonadaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Bacillales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Bacilli Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Bacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Bacteroidetes Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Barnesiella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Betaproteobacteria Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Bifidobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Bilophila	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Brachybacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Bradyrhizobium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Brucellaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Burkholderia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Burkholderiales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Butyricimonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Butyrivibrio	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Campylobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Carnobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Catonella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Chitinophagaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Cloacibacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Cloacibacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Clostridiaceae 1 Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Clostridium XI	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Clostridium XVIII	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Collinsella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Comamonadaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Corynebacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Curvibacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Cystobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Desulfovibrio	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Devosia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Dialister	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Dysgonomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Enterococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Escherichia/Shigella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Eubacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Faecalibacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Finegoldia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Flavobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Flavobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Flavonifractor	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Fusicatenibacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Fusobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Fusobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Gemella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Gemmata	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Geobacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Granulicatella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Hungatella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Hyphomicrobium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Janthinobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Jeotgalicoccus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Lactobacillaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Lactobacillales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Lactococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Leptotrichia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Listeria	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Lysobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Mannheimia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Marmoricola	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Megasphaera	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Methylobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Morganella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Mucispirillum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Neisseria	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Neisseriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Odoribacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Parabacteroides	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Paraprevotella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Parasutterella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Parvimonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Pasteurellaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Pectinatus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Peptoniphilus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Phascolarctobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Phenylobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
Phocaeicola	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	9
